"","�..","CreationDate","DeletionDate","Score","ViewCount","Body","Title","Tags","AnswerCount","CommentCount","FavoriteCount","ClosedDate","CommunityOwnedDate","AcceptedAnswerId","CreationDateComparison","CreationTime"
"54",54,"2009-01-31 19:39:01",NA,514,788941,"<p>I have a drop-down list with known values.  What I'm trying to do is set the drop down list to a particular value that I know exists using jQuery.  Using regular JavaScript, I would do something like:</p>

<pre><code>ddl = document.getElementById(""ID of element goes here"");
ddl.value = 2; // 2 being the value I want to set it to.
</code></pre>

<p>However, I need to do this with jQuery, because I'm using a CSS class for my selector (stupid <a href=""http://en.wikipedia.org/wiki/ASP.NET"">ASP.NET</a> client ids...).</p>

<p>Here are a few things I've tried:</p>

<pre><code>$(""._statusDDL"").val(2); // Doesn't find 2 as a value.
$(""._statusDDL"").children(""option"").val(2) // Also failed.
</code></pre>

<p>How can I do it with jQuery?</p>

<p><strong>Update</strong></p>

<p>So as it turns out, I had it right the first time with:</p>

<pre><code>$(""._statusDDL"").val(2);
</code></pre>

<p>When I put an alert just above it it works fine, but when I remove the alert and let it run at full speed, I get the error</p>

<blockquote>
  <p>Could not set the selected property. Invalid Index</p>
</blockquote>

<p>I'm not sure if it's a bug with jQuery or Internet Explorer 6 (I'm guessing Internet Explorer 6), but it's terribly annoying.</p>
","Change the selected value of a drop-down list with jQuery","<javascript><jquery><html-select>",15,2,65,"","",499413,177,"19:39:01"
"55",55,"2010-08-13 21:25:54",NA,477,769789,"<p>I have a shopping cart that displays product options in a dropdown menu, and I want to make some other fields on the page only visible if they select ""Yes"" in the previous option.  The problem is that the shopping cart also includes the price modifier in the text, and that can be different for each product.  So if I do this it works:</p>

<pre><code>$(document).ready(function() {
    $('select[id=""Engraving""]').change(function() {
        var str = $('select[id=""Engraving""] option:selected').text();
        if (str == ""Yes (+ $6.95)"") {
            $('.engraving').show();
        } else {
            $('.engraving').hide();
        }
    });
});
</code></pre>

<p>However I would rather use something like this:</p>

<pre><code>$(document).ready(function() {
    $('select[id=""Engraving""]').change(function() {
        var str = $('select[id=""Engraving""] option:selected').text();
        if (str *= ""Yes"") {
            $('.engraving').show();
        } else {
            $('.engraving').hide();
        }
    });
});
</code></pre>

<p>Which doesn't work.  </p>

<p>I only want to perform the action if the selected option contains the word ""Yes"", and would ignore the price modifier.</p>

<p>I appreciate any help.</p>
","How do I check if string contains substring?","<javascript><jquery><string><contains>",10,4,108,"","",3480785,736,"21:25:54"
"56",56,"2008-09-21 14:12:07",NA,5692,769132,"<p>How would you explain JavaScript closures to someone with a knowledge of the concepts which make up them (for example, functions, variables and the like), but does not understand closures themselves?</p>

<p>I have seen <a href=""http://en.wikipedia.org/wiki/Scheme_%28programming_language%29"">the Scheme example</a> given on Stack Overflow, and it did not help.</p>
","How do JavaScript closures work?","<javascript><closures>",80,6,3551,"","2013-06-06 10:22:55",111111,45,"14:12:07"
"57",57,"2010-08-18 17:22:22",NA,854,765743,"<p>Is there a solid way to detect whether or not a user is using a mobile device in jQuery? Something similar to the CSS @media attribute? I would like to run a different script if the browser is on a handheld device.</p>

<p>The jQuery <code>$.browser</code> function is not what I am looking for.</p>
","What is the best way to detect a mobile device in jQuery?","<javascript><mobile><browser-detection>",41,9,460,"","2013-11-29 21:14:18",3540295,741,"17:22:22"
"58",58,"2009-08-20 23:51:36",NA,521,763129,"<p>How could I achieve the following:</p>

<pre><code>document.all.regTitle.innerHTML = 'Hello World';
</code></pre>

<p>using jQuery where <code>regTitle</code> is my div ID?</p>
","How to replace innerHTML of a div using jQuery?","<javascript><jquery><html><innerhtml>",5,0,59,"","",1309454,378,"23:51:36"
"59",59,"2009-01-22 14:36:17",NA,327,754196,"<p>Any quick way to set an HTML text input (<code>&lt;input type=text /&gt;</code>) to only allow numeric keystrokes(plus '.')?</p>
","HTML Text Input allow only Numeric input","<javascript><jquery><html><html5>",46,13,112,"","2012-12-12 04:47:28",469362,168,"14:36:17"
"60",60,"2009-06-05 19:01:59",NA,724,751142,"<p>How do I display the content of a JavaScript object in a string format like when we <code>alert</code> a variable?</p>

<p>The same formatted way I want to display an object.</p>
","How can I display a JavaScript object?","<javascript>",20,2,190,"","",957633,302,"19:01:59"
"61",61,"2008-09-25 15:15:43",NA,850,750224,"<p>I'm trying to direct a browser to a different page. If I wanted a GET request, I could say</p>

<pre><code>document.location.href = 'http://example.com/?q=a';
</code></pre>

<p>But the resource I'm trying to access won't respond properly unless I use a POST request. If this were not dynamically generated, I might use the HTML</p>

<pre><code>&lt;form action=""http://example.com/"" method=""POST""&gt;
  &lt;input type=""hidden"" name=""q"" value=""a""&gt;
&lt;/form&gt;
</code></pre>

<p>Then I would just submit the form from the DOM.</p>

<p>But really I would like JavaScript code that allows me to say</p>

<pre><code>post_to_url('http://example.com/', {'q':'a'});
</code></pre>

<p>What's the best cross browser implementation?</p>

<p><strong>Edit</strong> </p>

<p>I'm sorry I was not clear. I need a solution that changes the location of the browser, just like submitting a form. If this is possible with <a href=""http://en.wikipedia.org/wiki/XMLHttpRequest"">XMLHttpRequest</a>, it is not obvious. And this should not be asynchronous, nor use XML, so Ajax is not the answer.</p>
","JavaScript post request like a form submit","<javascript><http><post><submit><html-form>",22,0,408,"","",133997,49,"15:15:43"
"62",62,"2009-01-14 00:08:57",NA,649,747167,"<p>I use the following for a jQuery link in my <code>&lt;script&gt;</code> tags:</p>

<pre><code>http://ajax.googleapis.com/ajax/libs/jquery/1.2.6/jquery.js
</code></pre>

<p>Is there a link to the ""latest"" version? Something like the following (which doesn't work):</p>

<pre><code>http://ajax.googleapis.com/ajax/libs/jquery/latest/jquery.js
</code></pre>

<p>(Obviously not necessarily a great plan to link your code to potentially changing libraries but useful in development.)</p>
","Is there a link to the ""latest"" jQuery library on Google APIs?","<javascript><jquery><google-api>",13,13,235,"2015-01-30 18:11:16","",441429,160,"00:08:57"
"63",63,"2009-02-01 11:11:16",NA,816,731508,"<p>What is the difference between using <a href=""https://developer.mozilla.org/en-US/docs/JavaScript/Reference/Operators/delete"">the <code>delete</code> operator</a> on the array element as opposed to using <a href=""https://developer.mozilla.org/en-US/docs/JavaScript/Reference/Global_Objects/Array/splice"">the <code>Array.splice</code> method</a>? For example: </p>

<pre><code>myArray = ['a', 'b', 'c', 'd'];

delete myArray[1];
//  or
myArray.splice (1, 1);
</code></pre>

<p>Why even have the splice method if I can delete array elements like I can with objects?</p>
","JavaScript Array Delete Elements","<javascript><arrays><array-splice><delete-operator>",16,3,172,"","",500617,178,"11:11:16"
"64",64,"2011-02-15 13:28:57",NA,346,724741,"<p>I am trying to send data from a form to a database. Here is the form I am using:</p>

<pre><code>&lt;form name=""foo"" action=""form.php"" method=""POST"" id=""foo""&gt;
    &lt;label for=""bar""&gt;A bar&lt;/label&gt;
    &lt;input id=""bar"" name=""bar"" type=""text"" value="""" /&gt;
    &lt;input type=""submit"" value=""Send"" /&gt;
&lt;/form&gt;
</code></pre>

<p>The typical approach would be to submit the form, but this causes the browser to redirect. Using jQuery and <a href=""http://en.wikipedia.org/wiki/Ajax_%28programming%29"">Ajax</a>, is it possible to capture all of the form's data and submit it to a PHP script (in example, <em>form.php</em>)?</p>
","jQuery Ajax POST example with PHP","<php><javascript><jquery><ajax><post>",7,2,270,"","",5004276,922,"13:28:57"
"65",65,"2009-08-18 05:20:13",NA,507,722354,"<pre><code>&lt;a href=""javascript:void(0)"" id=""loginlink""&gt;login&lt;/a&gt;
</code></pre>

<p>I've seen such <code>href</code>s many times, but I don't know what exactly that means.</p>
","What does ""javascript:void(0)"" mean?","<javascript><html><href><void>",8,4,176,"","",1291950,376,"05:20:13"
"66",66,"2010-03-08 09:43:29",NA,385,718200,"<p>I want to get the class name using jQuery</p>

<p>And if it has an id </p>

<pre><code>&lt;div class=""myclass""&gt;&lt;/div&gt;
</code></pre>
","Get class name using jQuery","<javascript><jquery>",10,2,58,"","",2400396,578,"09:43:29"
"67",67,"2009-06-22 08:25:31",NA,1716,714096,"<p>How do I capitalize the first character of a string, but not change the case of any of the other letters?</p>

<p>For example:</p>

<ul>
<li>this is a test -> This is a test</li>
<li>the Eiffel Tower -> The Eiffel Tower</li>
<li>/index.html -> /index.html</li>
</ul>
","Capitalize the first letter of string in JavaScript","<javascript><string><capitalize>",45,5,291,"","",NA,319,"08:25:31"
"68",68,"2008-09-29 15:00:28",NA,792,708785,"<p>I would like to format a price in JavaScript.<br>
I'd like a function which takes a <code>float</code> as an argument and returns a <code>string</code> formatted like this:</p>

<pre><code>""$ 2,500.00""
</code></pre>

<p>What's the best way to do this?</p>
","How can I format numbers as money in JavaScript?","<javascript><formatting><currency>",57,20,293,"","2013-02-01 19:31:41",149150,53,"15:00:28"
"69",69,"2012-08-06 17:17:48",NA,880,707325,"<p>I'd like to round up to 2 decimal places, but <em>only if necessary</em>.</p>

<p>Input:</p>

<pre><code>10
1.7777777
9.1
</code></pre>

<p>Output:</p>

<pre><code>10
1.78
9.1
</code></pre>

<p>How can I do this in JavaScript? </p>
","Round to at most 2 decimal places in JavaScript","<javascript><decimal><rounding><decimal-point>",32,1,163,"","",11832950,1460,"17:17:48"
"70",70,"2008-08-07 19:42:21",NA,1042,701217,"<p>If I have a JavaScript associative array, say:</p>

<pre><code>var myArray = new Object();
myArray[""firstname""] = ""Gareth"";
myArray[""lastname""] = ""Simpson"";
myArray[""age""] = 21;
</code></pre>

<p>Is there a built-in or accepted best practice way to get the length of this array?</p>

<p>JavaScript does not have associative arrays -- it only has objects, <em>which can be used as a notion of associative arrays</em>.**</p>
","Length of a JavaScript object (that is, associative array)","<javascript><arrays><javascript-objects>",23,7,266,"","",6700,0,"19:42:21"
"71",71,"2008-09-07 08:09:38",NA,553,701086,"<p>Is there any way to get the ID of the element that fires an event?</p>

<p>I'm thinking something like:</p>

<pre><code>&lt;html&gt;

  &lt;head&gt;
    &lt;script type=""text/javascript"" src=""starterkit/jquery.js""&gt;&lt;/script&gt;
    &lt;script type=""text/javascript""&gt;
      $(document).ready(function () {
        $(""a"").click(function () {
          var test = caller.id;
          alert(test.val());
        });
      });
    &lt;/script&gt;
  &lt;/head&gt;

  &lt;body&gt;
    &lt;form class=""item"" id=""aaa""&gt;
      &lt;input class=""title""&gt;&lt;/input&gt;
    &lt;/form&gt;
    &lt;form class=""item"" id=""bbb""&gt;
      &lt;input class=""title""&gt;&lt;/input&gt;
    &lt;/form&gt;
  &lt;/body&gt;

&lt;/html&gt;
</code></pre>

<p>Except of course that the var <code>test</code> should contain the id <code>""aaa""</code>, if the event is fired from the first form, and <code>""bbb""</code>, if the event is fired from the second form.</p>
","Getting the ID of the element that fired an event","<javascript><jquery>",13,1,156,"","",48684,31,"08:09:38"
"72",72,"2010-01-15 23:04:36",NA,287,698752,"<p>How come this code throws an ""Uncaught ReferenceError: $ is not defined"" - when it was OK before?   </p>

<pre class=""lang-js prettyprint-override""><code>$(document).ready(function() {
    $('#tabs &gt; ul').tabs({ fx: { opacity: 'toggle' } });
    $('#featuredvid &gt; ul').tabs();
});
</code></pre>

<p>Results in tabs don't close anymore.</p>

<p>jQuery is referenced in the header:</p>

<pre class=""lang-php prettyprint-override""><code>&lt;script language=""JavaScript"" type=""text/javascript"" src=""&lt;?php echo get_option('siteurl') ?&gt;/js/sprinkle.js""&gt;&lt;/script&gt;
&lt;script language=""JavaScript"" type=""text/javascript"" src=""&lt;?php echo get_option('siteurl') ?&gt;/js/jquery-1.2.6.min.js""&gt;&lt;/script&gt;
&lt;script language=""JavaScript"" type=""text/javascript"" src=""&lt;?php echo get_option('siteurl') ?&gt;/js/jquery-ui-personalized-1.5.2.packed.js""&gt;&lt;/script&gt;
</code></pre>
","Uncaught ReferenceError: $ is not defined?","<javascript><jquery>",24,3,51,"","",NA,526,"23:04:36"
"73",73,"2010-01-27 10:16:58",NA,248,697334,"<p>Given the code line</p>

<pre><code>var value = $(""#text"").val();
</code></pre>

<p>and <code>value = 9.61</code>, I need to convert <code>9.61</code> to <code>9:61</code>. How can I use the JavaScript replace function here?</p>
","How do I do string replace in JavaScript to convert ‘9.61’ to ‘9:61’?","<javascript><jquery>",8,3,39,"","",2146003,538,"10:16:58"
"74",74,"2012-07-19 15:00:28",NA,272,696166,"<p>I am working on kinda a search with JavaScript, I would use a form but it messes up something else on my page. I have this input text field:</p>

<pre><code>&lt;input name=""searchTxt"" type=""text"" maxlength=""512"" id=""searchTxt"" class=""searchField""/&gt;
</code></pre>

<p>and this is my JavaScript:</p>

<pre><code>&lt;script type=""text/javascript""&gt;
function searchURL(){
    window.location = ""http://www.myurl.com/search/"" + (input text value);
}
&lt;/script&gt;
</code></pre>

<p>How do I get the value from the text field into JavaScript?</p>
","JavaScript get input text value","<javascript><dom><input>",7,1,88,"","",11563667,1442,"15:00:28"
"75",75,"2011-01-23 18:53:04",NA,1135,695530,"<p>I'm trying to write a function that either accepts a list of strings, or a single string. If it's a string, then I want to convert it to an array with just the one item. Then I can loop over it without fear of an error. </p>

<p>So how do I check if the variable is an array?</p>

<hr>

<p>I've rounded up the various solutions below and created a <a href=""http://jsperf.com/js-isarray-comparison"">jsperf test</a>.</p>
","Check if object is array?","<javascript><arrays>",29,6,255,"","",4775737,899,"18:53:04"
