Title,ViewCount
"What is the ""best"" way to set a global variable in JavaScript?","197172"
"Fatal error: Unable to find local grunt","197151"
"How to extract the hostname portion of a URL in JavaScript","196780"
"Remove ALL white spaces from text","196684"
"Count immediate child div elements using jQuery","196559"
"Javascript - read local text file","196396"
"Parse query string in JavaScript","196384"
"What's the best way to reload / refresh an iframe using JavaScript?","196381"
"How to create image slideshow in html?","196290"
"How to submit a form using javascript?","196223"
"What does `void 0` mean?","195748"
"Passing data to a bootstrap modal","195679"
"Create an empty object in JavaScript with {} or new Object()?","195347"
"Count the number of occurences of a character in a string in Javascript","195271"
"How to escape a single quote ( ' ) in JavaScript?","195089"
"Using JQuery hover with HTML image map","195038"
"How can I open a link in a new window?","194564"
"jQuery find and replace string","194419"
"How to get datetime in javascript?","194182"
"jQuery xml error ' No 'Access-Control-Allow-Origin' header is present on the requested resource.'","194148"
"How to load up CSS files using Javascript?","194064"
"Onclick javascript to make browser go back to previous page?","193578"
"How link a javascript file to an html file","193478"
"Change URL parameters","193474"
"Is it possible to add dynamically named properties to JavaScript object?","193398"
"'innerText' works in IE, but not in Firefox","193296"
"How to pass JavaScript variables to PHP?","193271"
"Get difference between 2 dates in javascript?","192981"
"How do I get a value of a <span> using jQuery?","192894"
"Is there some way to introduce a delay in javascript?","192747"
"AngularJS ng-include","192659"
"How do I load an HTML page in a <div> using JavaScript?","192512"
"How can I get form data with Javascript/jQuery?","192463"
"Check if a user has scrolled to the bottom","192421"
"Calculate distance between two points in google maps V3","192316"
"How do you reverse a string in place in JavaScript?","192288"
"Creating a textarea with auto-resize","191733"
"How to force browser to reload cached CSS/JS files?","191599"
"Redirecting to a relative URL in JavaScript","191562"
"How to disable all div content","191317"
"How to get full path of selected file on change of <input type=‘file’> using javascript, jquery-ajax?","191298"
"In jQuery, how to attach events to dynamic html elements?","191199"
"Javascript: Create and save file","190439"
"How to JSON decode array elements in JavaScript?","190189"
"How to create a Map object in JavaScript","190160"
"How to display length of filtered ng-repeat data","190049"
"Sorting JavaScript Object by property value","189964"
"Jquery: how to sleep or delay?","189917"
"Return multiple values in JavaScript?","189911"
"AngularJS - Value attribute on an input text box is ignored when there is a ng-model used?","189500"
"jQuery lose focus event","189468"
"Switch statement multiple cases in JavaScript","189331"
"How can I get stock quotes using Google Finance API?","189210"
"What is the function of the var keyword and when to use it (or omit it)?","189063"
"Adding an onclick function to go to url in javascript?","188842"
"How to show an alert box in PHP?","188667"
"How to impose maxlength on textArea in HTML using JavaScript","188646"
"Enable & Disable a Div and its elements in Javascript","187858"
"Javascript Post on Form Submit open a new window","187850"
"get size of json object","187696"
"Logical operator in a handlebars.js {{#if}} conditional","187690"
"Javascript how to remove text from a string","187504"
"How to extract base URL from a string in JavaScript?","187183"
"How can I get file extensions with JavaScript?","187178"
"How to get the url parameters using angular js","186852"
"jQuery equivalent of JavaScript's addEventListener method","186836"
"Javascript Equivalent to PHP Explode()","186833"
"How do I do a Date comparison in Javascript?","186634"
"Sound effects in JavaScript / HTML5","186575"
"Clear the cache in JavaScript","186494"
"How do I iterate through table rows and cells in javascript?","186350"
"Declaring a boolean in JavaScript using just var","186217"
"jQuery/Javascript function to clear all the fields of a form","185915"
"Convert special characters to HTML in Javascript","185815"
"How can you detect the version of a browser?","185460"
"How do I get the number of days between two dates in JavaScript?","185393"
"Selecting text in an element (akin to highlighting with your mouse)","184906"
"How to display javascript variables in a html page without document.write","184821"
"How to add jQuery in JS file","184597"
"Google Maps: How to create a custom InfoWindow?","184250"
"Is there a (built-in) way in JavaScript to check if a string is a valid number?","183895"
"Can I use jQuery with Node.js?","183848"
"Javascript regexp number only check","183363"
"Updating address bar with new URL without hash or reloading the page","183245"
"How to check if a variable is an integer in JavaScript?","183237"
"Using Razor within JavaScript","183172"
"How to create json by javascript for loop?","183034"
"Bootstrap 3.0 Popovers and tooltips","182859"
"How to implement a loading indicator for a bootstrap modal waiting for AJAX to fetch data from the server?","182801"
"jQuery if statement, syntax","182762"
"how to remove a key from a JavaScript object?","182678"
"change type of input field with jQuery","182616"
"Iterating through list of keys for associative array in JSON","182540"
"Converting a string to JSON object","182375"
"Why is using the JavaScript eval function a bad idea?","182347"
"Replacing spaces with underscores in JavaScript?","182337"
"javascript check for not null","182305"
"Javascript experts claim that the + operator is less performant than StringBuffer.append(). Is this really true?","182107"
"Calculate text width with JavaScript","181715"
"How to call javascript function from code-behind","181470"
"Jquery : Refresh/Reload the page on clicking a button","181376"
"How do I detect IE 8 with jQuery?","180870"
"Height equal to dynamic width (CSS fluid layout)","180668"
"What's the easiest way to call a function every 5 seconds in jQuery?","180637"
"Disable browsers vertical and horizontal scrollbars","180211"
"How to read data From *.CSV file using javascript?","180042"
"How to scroll HTML page to given anchor using jQuery or Javascript?","179957"
"HTML anchor tag with Javascript onclick event","179554"
"How do you check if a selector matches something in jQuery?","179358"
"Selecting all text in HTML text input when clicked","178544"
"How do I replace a character at a particular index in JavaScript?","178408"
"Get the Current Year in JavaScript","178245"
"window.close and self.close do not close the window in Chrome","178136"
"Check if array is empty or exists","178084"
"How to go to a URL using jQuery?","177935"
"clear all divs' contents inside a div","177719"
"use jquery to select a dropdown option","177372"
"How to have a default option in select box - Angular.js","176627"
"How do I programmatically click a link with javascript?","176546"
"How to retrieve GET parameters from javascript?","176430"
"addEventListener vs onclick","176333"
"Change image source with javascript","176325"
"setTimeout or setInterval?","176226"
"Call js-function using JQuery timer","176050"
"jQuery: how to change title of document during .ready()?","175872"
"'console' is undefined error for Internet Explorer","175567"
".trim() in JavaScript not working in IE","175508"
